Date,RiskFree,StockPrice,Dividends,Strike,Moneyness,bDTM,isCall,OptionPrice,Vega,ImpliedVolOM,ImpliedVol,RD
20190102,0.024744,2510.03,0.01336764,2400,0.955746736082782,10,0,12.7,132.66709477972157,0.259243,0.259242867691506,4.5144285714285706e-05
20190102,0.024744,2510.03,0.01336764,2275,0.905968260245138,10,0,3.15,52.67394375351142,0.309734,0.309733531537279,4.5144285714285706e-05
20190102,0.024744,2510.03,0.01336764,2210,0.880083452809562,10,0,1.65,31.546666237507655,0.33997,0.339970432900907,4.5144285714285706e-05
20190102,0.024744,2510.03,0.01336764,2695,1.07322393905962,10,1,0.425,20.462394461314293,0.164945,0.164944783707261,4.5144285714285706e-05
20190102,0.024744,2510.03,0.01336764,2505,0.997560655786404,10,0,39.15,198.7521044843907,0.21526,0.215260420774648,4.5144285714285706e-05
20190102,0.024744,2510.03,0.01336764,2500,0.995569516752898,10,0,37.4,197.83924899880537,0.218485,0.218484929188956,4.5144285714285706e-05
20190102,0.0248726234285714,2510.03,0.01336764,2500,0.995501845706332,12,0,40.0,216.81584953724337,0.224192,0.217273100534081,4.5654696145124605e-05
20190102,0.0248726234285714,2510.03,0.01336764,2225,0.885996642678635,12,0,2.4,47.638424383922526,0.335129,0.324565343869783,4.5654696145124605e-05
20190102,0.0248726234285714,2510.03,0.01336764,2570,1.02337589738611,12,1,14.9,184.0143315854152,0.180783,0.174914724488553,4.5654696145124605e-05
20190102,0.0248726234285714,2510.03,0.01336764,2440,0.97160980140938,12,0,22.2,185.3105723409425,0.249588,0.241806454258002,4.5654696145124605e-05
20190102,0.0248726234285714,2510.03,0.01336764,2590,1.03133991215176,12,1,9.5,156.2831870840065,0.174487,0.168835015334949,4.5654696145124605e-05
20190102,0.0248726234285714,2510.03,0.01336764,2275,0.905906679592762,12,0,3.95,68.46914001123608,0.313969,0.304084548437621,4.5654696145124605e-05
20190102,0.0266733514285714,2510.03,0.01336764,2440,0.97054195973936,31,0,47.45,322.34797215000197,0.233405,0.230867001546985,5.280044217687063e-05
20190102,0.0266733514285714,2510.03,0.01336764,2620,1.04213931742505,31,1,22.3,283.62681786171913,0.174624,0.172533858647525,5.280044217687063e-05
20190102,0.0266733514285714,2510.03,0.01336764,2360,0.938720911879053,31,0,28.9,262.08768738632,0.253697,0.250900510284994,5.280044217687063e-05
20190102,0.0266733514285714,2510.03,0.01336764,2665,1.06003865684647,31,1,12.0,217.96887282531523,0.167458,0.165464985250309,5.280044217687063e-05
20190102,0.0266733514285714,2510.03,0.01336764,2450,0.974519590721898,31,0,50.4,328.3053795006486,0.230815,0.228310602389323,5.280044217687063e-05
20190102,0.0266733514285714,2510.03,0.01336764,2675,1.06401628782901,31,1,10.4,202.86168392652823,0.166464,0.164485250038147,5.280044217687063e-05
20190102,0.0271754189285714,2510.03,0.01336764,2500,0.993294880661286,50,0,87.45,441.7636783397953,0.217753,0.216351438950184,5.4792773526076986e-05
20190102,0.0271754189285714,2510.03,0.01336764,2475,0.983361931854673,50,0,77.75,434.23766076087895,0.222411,0.220968209323017,5.4792773526076986e-05
20190102,0.0271754189285714,2510.03,0.01336764,2505,0.995281470422608,50,0,89.55,442.7518561663145,0.216921,0.215527657574759,5.4792773526076986e-05
20190102,0.0271754189285714,2510.03,0.01336764,2835,1.1263963946699,50,1,3.45,113.12632547058172,0.159235,0.158084873652421,5.4792773526076986e-05
20190102,0.0271754189285714,2510.03,0.01336764,2510,0.997268060183931,50,0,91.6,443.5561911697315,0.215885,0.214500623654211,5.4792773526076986e-05
20190102,0.0271754189285714,2510.03,0.01336764,2515,0.999254649945254,50,0,93.75,444.1718930936576,0.214985,0.21360900823812,5.4792773526076986e-05
20190102,0.0272772628571429,2510.03,0.01336764,2050,0.81343080118116,74,0,15.1,203.68511765249028,0.29034,0.289011065236777,5.5196916099773404e-05
20190102,0.0272772628571429,2510.03,0.01336764,1850,0.7340716986269,74,0,6.0,100.43727023415931,0.328286,0.326770425223015,5.5196916099773404e-05
20190102,0.0272772628571429,2510.03,0.01336764,2150,0.85311035245829,74,0,24.0,278.6868993031951,0.273464,0.272220602506921,5.5196916099773404e-05
20190102,0.0272772628571429,2510.03,0.01336764,2550,1.01182855756681,74,1,87.45,539.3944549654079,0.188859,0.187893693011186,5.5196916099773404e-05
20190102,0.0272772628571429,2510.03,0.01336764,2500,0.991988781928244,74,0,105.25,536.1169914188135,0.215822,0.214896790020088,5.5196916099773404e-05
20190102,0.0272772628571429,2510.03,0.01336764,2100,0.833270576819725,74,0,19.1,239.61091728869204,0.28197,0.280683230118714,5.5196916099773404e-05
20190102,0.0272907218681319,2510.03,0.01336764,3050,1.20727066409856,118,1,3.55,137.31995966040586,0.149985,0.149519636897016,5.5250324873539286e-05
20190102,0.0272907218681319,2510.03,0.01336764,2750,1.08852272992493,118,1,36.05,527.4533626853968,0.16147,0.160956583597362,5.5250324873539286e-05
20190102,0.0272907218681319,2510.03,0.01336764,2000,0.791652894490858,118,0,23.35,290.4154999136187,0.283274,0.282477049920887,5.5250324873539286e-05
20190102,0.0272907218681319,2510.03,0.01336764,2900,1.14789669701174,118,1,11.5,298.60056877857266,0.15135,0.150875172213838,5.5250324873539286e-05
20190102,0.0272907218681319,2510.03,0.01336764,2700,1.06873140756266,118,1,50.05,591.7976653076894,0.166101,0.165570498061974,5.5250324873539286e-05
20190102,0.0272865067032967,2510.03,0.01336764,2500,0.986140029781396,181,0,157.55,828.8124205736146,0.20981,0.20947081236735,5.5233598028955164e-05
20190102,0.0272865067032967,2510.03,0.01336764,2800,1.10447683335516,181,1,45.95,668.4205725856967,0.15792,0.157586871933639,5.5233598028955164e-05
20190102,0.0272865067032967,2510.03,0.01336764,2925,1.15378383484423,181,1,22.2,480.5400439899607,0.150802,0.150488008112714,5.5233598028955164e-05
20190102,0.0272865067032967,2510.03,0.01336764,2200,0.867803226207629,181,0,69.75,615.9342532844007,0.244737,0.244308492051656,5.5233598028955164e-05
20190102,0.0272326981318681,2510.03,0.01336764,2500,0.982774870913627,245,0,177.5,957.593194856898,0.206443,0.206205084431083,5.5020071951857536e-05
20190102,0.0272326981318681,2510.03,0.01336764,2100,0.825530891567447,245,0,66.85,645.4296860284721,0.24791,0.247591253769565,5.5020071951857536e-05
20190102,0.0272326981318681,2510.03,0.01336764,3300,1.29726282960599,245,1,5.6,217.4783929090948,0.146467,0.146242849425036,5.5020071951857536e-05
20190102,0.0272326981318681,2510.03,0.01336764,2625,1.03191361445931,245,1,130.35,969.3631556381029,0.169727,0.169451617169446,5.5020071951857536e-05
20190109,0.02447157,2584.96,0.01471256,2400,0.928273884393365,5,0,0.9,21.94798187216052,0.27456,0.274560357367396,3.8726230158730163e-05
20190109,0.02447157,2584.96,0.01471256,2390,0.924406076541726,5,0,0.8,19.758312001722445,0.28222,0.282220339320339,3.8726230158730163e-05
20190109,0.02447157,2584.96,0.01471256,2375,0.918604364764268,5,0,0.625,16.145670176448338,0.290419,0.290418662448734,3.8726230158730163e-05
20190109,0.02447157,2584.96,0.01471256,2625,1.01529956105524,5,1,7.8,114.63135932779144,0.154225,0.154225305336266,3.8726230158730163e-05
20190109,0.02447157,2584.96,0.01471256,2600,1.00563004142615,5,1,16.75,141.3261784456669,0.162782,0.162781665261567,3.8726230158730163e-05
20190109,0.02447157,2584.96,0.01471256,2450,0.94761292365156,5,0,2.15,42.93504053354633,0.247493,0.247493248130408,3.8726230158730163e-05
20190109,0.024558035,2584.96,0.01471256,2500,0.966898196034064,7,0,7.75,111.05381685434934,0.220748,0.220747708887964,3.9069345238095234e-05
20190109,0.024558035,2584.96,0.01471256,2650,1.02491208779611,7,1,4.95,108.966744039815,0.152492,0.152492327869302,3.9069345238095234e-05
20190109,0.024558035,2584.96,0.01471256,2625,1.01524310583577,7,1,10.9,147.25193336800973,0.159301,0.159300564413227,3.9069345238095234e-05
20190109,0.024558035,2584.96,0.01471256,2600,1.00557412387543,7,1,20.7,168.94574992483322,0.16818,0.16818033991491,3.9069345238095234e-05
20190109,0.024558035,2584.96,0.01471256,2360,0.912751897056156,7,0,1.05,29.24398976422564,0.29502,0.295020175977107,3.9069345238095234e-05
20190109,0.024558035,2584.96,0.01471256,2575,0.995905141915086,7,0,24.8,169.8863251765734,0.184427,0.184427213211756,3.9069345238095234e-05
20190109,0.0256992372727273,2584.96,0.01471256,2690,1.03953930875609,24,1,12.25,220.2582319148837,0.143076,0.143076422064746,4.359792568542579e-05
20190109,0.0256992372727273,2584.96,0.01471256,2300,0.888825431278445,24,0,6.5,104.00076180091573,0.262604,0.262603813149259,4.359792568542579e-05
20190109,0.0256992372727273,2584.96,0.01471256,2750,1.06272605913727,24,1,3.6,112.65016647110336,0.134942,0.134941789872184,4.359792568542579e-05
20190109,0.0256992372727273,2584.96,0.01471256,2700,1.04340376715296,24,1,10.15,201.84753529289324,0.141288,0.141287650511026,4.359792568542579e-05
